name,views,description,img_alt,video_link,warn_info
newbalance,1.5M,🔵⚪ A new fit for the Champions of Portugal for 22-23. #f,🔵⚪ A new fit for the Champions of Portugal for 22-23. #fcporto  #newbalance  #football  #soccer created by New Balance with New Balance's original sound,/@newbalance/video/7108811439430831366,
newbalance,3.6M,💛 Pause to reveal the new ,💛 Pause to reveal the new @AS Roma home kit for 2022-23 ❤️#asroma  #newbalance  #football  #soccer created by New Balance with New Balance's original sound,/@newbalance/video/7096836860525186346,
newbalance,4.2M,We just celebrated the grand opening of The TRACK at New Balance. Here’s a first look inside with a few familiar faces. ,We just celebrated the grand opening of The TRACK at New Balance. Here’s a first look inside with a few familiar faces. #TrayvonBromell #GabbyThomas @Genie #SydneyMcLaughlin #DeJuanJones #RobPannell #TrevorBaptiste created by New Balance with New Balance's original sound,/@newbalance/video/7094694394053365035,
newbalance,1.1M,Happy 18th Birthday ,Happy 18th Birthday @Coco Gauff!  We are honored to be a part of your journey. Artwork by: @Anaia Hoard created by New Balance with New Balance's original sound,/@newbalance/video/7074589433571511598,
newbalance,10.7M,On set with ,On set with #DariusBazley#WeGotNow #NewBalance #Basketball created by New Balance with New Balance's original sound,/@newbalance/video/7068309679197359407,
newbalance,6.5M,On set with ,On set with #DejounteMurray #NBAAllStar #WeGotNow #NewBalance #Basketball created by New Balance with New Balance's original sound,/@newbalance/video/7066816366476594478,
newbalance,6.5M,Stepping into a day in the life with ,Stepping into a day in the life with @Andrearecetas  #574 #newbalance created by New Balance with New Balance's original sound,/@newbalance/video/7061985505789119791,
newbalance,4.2M,The most New Balance shoe ever with ,The most New Balance shoe ever with @Matt Chessco  #574 #newbalance created by New Balance with New Balance's original sound,/@newbalance/video/7055044367320370437,
newbalance,7.3M,"What’s your sign, what’s your fit? ","What’s your sign, what’s your fit? @savanna.lowe #newbalance #astrology created by New Balance with New Balance's original sound",/@newbalance/video/7051609715289181446,
newbalance,6.2M,Serving up different aesthetics in the 574 ,Serving up different aesthetics in the 574 @savanna.lowe  #newbalance  #574 created by New Balance with New Balance's original sound,/@newbalance/video/7050506940945927430,
newbalance,8M,Who styled the 574 👟 best? Savanna and her family are ready for cozy szn ,Who styled the 574 👟 best? Savanna and her family are ready for cozy szn #newbalance  #giftguide @Sav 🥰 outfit ideas + makeup created by New Balance with New Balance's original sound,/@newbalance/video/7042413878948711726,
newbalance,1.6M,🤔 This or That Challenge - ,🤔 This or That Challenge - @asroma Edition created by New Balance with New Balance's original sound,/@newbalance/video/7037485922497203461,
newbalance,6.3M,There’s more to ,There’s more to @Margie Didal’s #nm272  colorway than you might think. #newbalance  #skate created by New Balance with New Balance's original sound,/@newbalance/video/7021961468656635142,
newbalance,3.8M,Serving up ‘90s style with ,Serving up ‘90s style with @cocogauff #newbalance created by New Balance with New Balance's original sound,/@newbalance/video/7010802561112345862,
newbalance,4.6M,5️⃣ 7️⃣ 4️⃣ ,5️⃣ 7️⃣ 4️⃣ @olivia:) #newbalance #574challenge DC: @arri.arii created by New Balance with Number9ok & Mighty Bay's 574,/@newbalance/video/7006057289362787590,
newbalance,4.8M,It’s all about how you wear it ,It’s all about how you wear it @Michael Le  #newbalance #574challenge DC: @arri.arii created by New Balance with Number9ok & Mighty Bay's 574,/@newbalance/video/7006056488590494981,
newbalance,2.9M,How do you wear the 574? DC: ,How do you wear the 574? DC: @Arii🦋🧿 #newbalance #574challenge created by New Balance with Number9ok & Mighty Bay's 574,/@newbalance/video/7006055590602591493,
newbalance,541.9K, x ,@gleninfante x #FranciscoLindor mural in #NYC #newbalance #baseball #art #fyp created by New Balance with New Balance's original sound,/@newbalance/video/6973014057854979333,
newbalance,2.7M,The 57/40 styled by ,The 57/40 styled by @curlyfrysfeed #newbalance created by New Balance with New Balance's original sound,/@newbalance/video/6972953594555321605,
newbalance,3.1M, styles the 990v5 👟,@k2sneaks styles the 990v5 👟#newbalance created by New Balance with New Balance's original sound,/@newbalance/video/6968875758672530694,
newbalance,4.6M, spends a colorful day in the city in her 327s ,@laauren1 spends a colorful day in the city in her 327s #NewBalance created by New Balance with New Balance's original sound,/@newbalance/video/6966733526150417670,
newbalance,27.1M, wears ,@sterling7 wears #newbalance now. #nbfootball created by New Balance with Chris Alan Lee's Pep Step,/@newbalance/video/6964407041234308358,
newbalance,14.7M,The ,The #Mane story so far 🦁 #newbalance #football #nbfootball #fyp created by New Balance with New Balance's original sound,/@newbalance/video/6961449976610295045,
newbalance,38.8K,It’s ,It’s #baseballszn. The 3000v5 – for kids who hit dingers. #newbalance #baseball #fyp created by New Balance with New Balance's original sound,/@newbalance/video/6946196551379275013,
newbalance,23.5K,Furon v6+ but make it artistic. 🎨 @art_of_football1 ,Furon v6+ but make it artistic. 🎨 @art_of_football1 #newbalance #nbfootball #football #fyp created by New Balance with New Balance's original sound,/@newbalance/video/6945483376937667845,
newbalance,23.8K,Little Chilli brings heat. 🌶 ,Little Chilli brings heat. 🌶 #bukayosaka #newbalance #football #nbfootball #fyp created by New Balance with New Balance's original sound,/@newbalance/video/6939166599718997254,
newbalance,19.8K,"Hey, ","Hey, #football TikTok. The Furon V6+ just dropped. #bukayosaka #newbalance #nbfootball #fyp created by New Balance with New Balance's original sound",/@newbalance/video/6938792787336858886,
nike,258.9K,Keep your eyes on the skies 👀☁️ ,Keep your eyes on the skies 👀☁️ #LeBron XXI will have you jumping to the moon 🌚  created by Nike with Nike's original sound,/@nike/video/7283907082615786798,
nike,18.8K, with ,#stitch with @Rigoberto Gonzalez Thought we would clear up this confusion… 😉  created by Nike with Nike's original sound,/@nike/video/7283661312356355371,
nike,14.1K," is used to beating the shot clock on the court, but how about in the hot seat? 🥵 🎤 ","@Caitlin Clark is used to beating the shot clock on the court, but how about in the hot seat? 🥵 🎤 #niketech created by Nike with Nike's original sound",/@nike/video/7283536165121101102,
nike,52.5K,A custom jacket for an all-American hero ⭐️ ,"A custom jacket for an all-American hero ⭐️  Check out the details in the making of Megan Rapinoe’s jacket, honoring a legendary @U.S. Soccer career ✨#nikefootball #allamericanhero #uswnt #meganrapinoe  created by Nike with Nike's Megan Rapinoe – All American Hero Unplugged",/@nike/video/7282462532109913390,
nike,87.7K,Sometimes you just do it for the run map 🏃‍♀️💪 ,Sometimes you just do it for the run map 🏃‍♀️💪 #Nike @Strava  created by Nike with :)'s Despicable Me Whistle Theme By TheBoisBeVibin V2,/@nike/video/7281001331429510443,
nike,38.8K,The partnership we’ve all been waiting for. 👏 ,The partnership we’ve all been waiting for. 👏 #Nike is now on @Strava. 🔒 created by Nike with MORE ENERGY 😎's original sound,/@nike/video/7280946208951110954,
nike,29.4K,When the photo makes it out of the group chat and on to a wall at UofO💚💛 ,When the photo makes it out of the group chat and on to a wall at UofO💚💛 #sabrina1 #sabrinaionescu #basketball #universityoforegon  created by Nike with Mpax's LIMITS THE SKY,/@nike/video/7280765722547080491,
nike,35.8K,Quick! ,Quick! #NikeTech hoodie or joggers? 🥵 These are some 🔥 takes.  created by Nike with Nike's original sound,/@nike/video/7280567609681022250,
nike,45.8K,Shot today 📸. Iconic forever ♾️. ,Shot today 📸. Iconic forever ♾️. #OnlyBasketball 🏀 created by Nike with Nike's original sound,/@nike/video/7279840558502137131,
nike,43.4K,What’s ,What’s @Jamal Musiala’s football style in 3️⃣ emojis? 🤔 Find out his answer and more in this quick 🔥 Q&A!  #NikeFootball #Tiempo  created by Nike with Nike's original sound,/@nike/video/7279098893856541995,
nike,39.4K,"On and off the pitch, or even in a Berlin art gallery, ","On and off the pitch, or even in a Berlin art gallery, @Jamal Musiala is Mad Ready with perfect touch in the Tiempo 10 🤌🎨 #NikeFootball #Tiempo  created by Nike with Official Sound Studio's Ready",/@nike/video/7279082892385455402,
nike,486.8K, is ready for any DJ set.,#memphy is ready for any DJ set. #Stylebreakdown :  🪩 Essential Woven Cargo Pants 🪩 Indy Plunge Cut-Out Bra 🪩 Gamma Force 🪩French Terry Crop Top  created by Nike with Nike's original sound,/@nike/video/7278742779457539371,
nike,16.6K,"As versatile as the Queen herself, Serena’s favorite 3-in-1 jacket gives you the flexibility to serve in more ways than one ✨","As versatile as the Queen herself, Serena’s favorite 3-in-1 jacket gives you the flexibility to serve in more ways than one ✨ Shop the collection. Link in bio. created by Nike with Kingsbury Kids's Just Groovin",/@nike/video/7278723244822187310,
nike,27.5K,A hooper’s hunger can’t be satisfied. ,A hooper’s hunger can’t be satisfied.  Stay hungry hoopers. 🍔 @Sabrina Ionescu  #Sabrina1 #SabrinasLawsoftheGame #SabrinaIonescu created by Nike with Nike's original sound,/@nike/video/7278372313781783851,
nike,189.5K,Our JDI Awards Show Host ,"Our JDI Awards Show Host @Hasan Minhaj had his sneaker-takes ready to go 😂 Honestly, how are you wearing your #AF1 ? created by Nike with NAO-K's Lo-fi hip hop",/@nike/video/7277779546621971754,
nike,70.9K, has some plans for the future 🫣,#KevinDurant has some plans for the future 🫣 created by Nike with Nike's original sound,/@nike/video/7277749731520974123,
nike,18.9K,This week we celebrated Just Do It,This week we celebrated Just Do It (JDI) Day at #NikeWHQ and the legends were out. We caught up with some of them on the Orange Carpet 👀 created by Nike with NAO-K's Lo-fi hip hop,/@nike/video/7277723877894114603,
nike,20.9K,Looks were giving at the ,Looks were giving at the @To Many More x #Nike women block party in Brooklyn 😤🫶✨ #fashionweek  created by Nike with Femi Jaye's Sweet,/@nike/video/7277671094268611870,
nike,43.8K,Always think ahead. Know where ,"Always think ahead. Know where @Sabrina Ionescu is gonna go, even before she does in this game of This or That? 👁️🧠🏀 #Sabrina1 #SabrinasLawsoftheGame #SabrinaIonescu created by Nike with Nike's original sound",/@nike/video/7277259273439300910,
nike,35.2K,You’ve got to put in the work.,"You’ve got to put in the work. Practice, practice, practice. Show us what you got 🏀 #Sabrina1 #SabrinasLawsoftheGame #Nike created by Nike with Nike's original sound",/@nike/video/7276888385531153706,
nike,183.3K, answers some this or that questions in his all new ,#CarlosAlcaraz answers some this or that questions in his all new #NikeTech 👀🔥 created by Nike with Official Sound Studio's Happy with you,/@nike/video/7276486278772690206,
nike,39.2K,Megan Rapinoe shows us how she wears her 2023 Nike Collection. Available now on Nike.com 🔥,Megan Rapinoe shows us how she wears her 2023 Nike Collection. Available now on Nike.com 🔥#NikeFitCheck created by Nike with Lastra's Trap Mafia,/@nike/video/7276123372986076458,
nike,36.6K,If ,"If #Mercurial is house 🔊  and #Tiempo is soul 🎺, then what’s the new #PhantomLuna? ⚽️✨ created by Nike with Nike's original sound",/@nike/video/7275821593681513770,
nike,27.2K,What do burritos have to do with ,What do burritos have to do with #football boots? 🌯⚽️🤔 Peek inside the sketchbook of a #Nike designer to find out 🎨👀 created by Nike with Nike's original sound,/@nike/video/7275758790765677867,
nike,37.6K,How it Started ➡️ How it’s Going.  ,How it Started ➡️ How it’s Going.  @Sabrina Ionescu is just getting started. 🏀 👟 created by Nike with Nike's original sound,/@nike/video/7275403388190297387,
nike,29.7K,Saquon Barkley weighs in on his go-to ,"Saquon Barkley weighs in on his go-to #NikeTech moves, from game days 🏈 to gym days 🏋 created by Nike with Nike's original sound",/@nike/video/7275376690396794155,
nike,101.5K,Sitting down with tennis pro ,Sitting down with tennis pro #CarlosAlcaraz to answer some of our #Nike rapid-fire questions. 👀🔥 created by Nike with WIRA's Sunshine,/@nike/video/7275038282000436510,
nike,381.5K,Fast is fast but Kylian Mbappé serves up unreal speed. Are you fast enough to keep up? 👀 ,Fast is fast but Kylian Mbappé serves up unreal speed. Are you fast enough to keep up? 👀 #mercurial #nikefootball  created by Nike with Nike's original sound,/@nike/video/7274722797849480491,
nike,214.7K,"You asked, Kylian Mbappé answered. ⚡️ From shoes to speed and animals to advice.","You asked, Kylian Mbappé answered. ⚡️ From shoes to speed and animals to advice. #mercurial #nikefootball  created by Nike with Nike's original sound",/@nike/video/7274692006847253802,
nike,3.5M,Our kids had some fun with Kylian Mbappé on set 👀😂 ,Our kids had some fun with Kylian Mbappé on set 👀😂 #mercurial #mbappe  created by Nike with Nike's original sound,/@nike/video/7274660845618089258,
nike,43.5K,We decided to give ,We decided to give #FrancesTiafoe a little present and this was his reaction…🫣 created by Nike with Muspace Lofi's X World,/@nike/video/7274421981167078686,
nike,34.4K,Can ,Can #FrancesTiafoe answer our rapid-fire questions while playing a game of ping pong? 👀 #tennis #Nike  created by Nike with DJ BAI's New Tennis,/@nike/video/7274340150077951262,
nike,48.4K,The Sabrina 1 ⚡ Spark ⚡  is here to light up your game...,The Sabrina 1 ⚡ Spark ⚡  is here to light up your game... created by Nike with Nike's original sound,/@nike/video/7273950149322362154,
nike,39.2K,Rapid fire questions with ,Rapid fire questions with #tennispro @Madison Keys at NYHQ 👀🔥 created by Nike with Tollan Kim's Sky Aesthetic,/@nike/video/7273516582993661215,
nike,34.9K, answers some of our rapid fire questions at NYHQ before he hits the ,#TaylorFritz answers some of our rapid fire questions at NYHQ before he hits the #tenniscourt…👀🔥  created by Nike with Nike's original sound,/@nike/video/7273257933746507038,
nike,28.6K, director 🎨 and ,#Design director 🎨 and #astrology buff 🔭 Jessica returns with more Luna boots as star signs 🌙✨ #nike #nikefootball #nikefc created by Nike with Nike's original sound,/@nike/video/7273241167683341614,
nike,28.9K,What if your football boots ⚽️🥾… matched your ,What if your football boots ⚽️🥾… matched your #zodiac sign 🌌🤯 (Part 1 of 2) #nike #nikefootball #nikefc created by Nike with Nike's original sound,/@nike/video/7273217529332469035,
nike,2.1M,"For Kylian Mbappé, it’s fast at first sight 🤩 ⚡️ ","For Kylian Mbappé, it’s fast at first sight 🤩 ⚡️ #mercurial #nikefootball created by Nike with Nike's original sound",/@nike/video/7273176841303756075,
nike,35.9K,"Before and after running 196 miles, 30 hours of no sleep, scortching heat and dark nights, our ","Before and after running 196 miles, 30 hours of no sleep, scortching heat and dark nights, our #HoodToCoast team was still locked in 🔐 … well sorta. 😂 #nikerunning  created by Nike with chief. & nobuddy's time travel",/@nike/video/7272937332876037418,
nike,496.7K, in all new ,"@Carlos Alcaraz 🧠❤️🥚🥚 in all new #NikeTech Fleece, the ultimate fit for #TechTuesday 🔥  created by Nike with Disco Lines's All I Want Is You",/@nike/video/7272837036678171934,
nike,194.2K,The energy is 🆙 for Tech Tuesday 🔥 Show us how you’re rocking your Tech Tuesday fits 📸 by using this sound and ,The energy is 🆙 for Tech Tuesday 🔥 Show us how you’re rocking your Tech Tuesday fits 📸 by using this sound and #NikeTech  created by Nike with Nike's Nike Tech Tuesday by Ed Talenti,/@nike/video/7272743680186928427,
nike,108K,Replying to ,Replying to @k8 Et voila! 😍 Check out how Grace Geyoro’s ⚽🇫🇷 fave crew put their own spin on the Phantom Luna with #NikeByYou.  created by Nike with Nike's original sound,/@nike/video/7272071587627584814,
nike,22.1K,Grace Geyoro ⚽🇫🇷 has a surprise for her fave local crew. 🎉 ,Grace Geyoro ⚽🇫🇷 has a surprise for her fave local crew. 🎉 #NikeByYou  created by Nike with Nike's original sound,/@nike/video/7272063364619111723,
nike,32.1K,Replying to ,"Replying to @Marley Ok, that happened. Now see how 🔥 Portland Community FC made their Phantom Luna ⚽ boots. #NikeByYou  created by Nike with Nike's original sound",/@nike/video/7271762107996146986,
nike,19.2K,"Wait, what?! Watch Crystal Dunn ⚽🇺🇸 surprise her fave local crew. 🤫 ","Wait, what?! Watch Crystal Dunn ⚽🇺🇸 surprise her fave local crew. 🤫 #NikeByYou  created by Nike with Nike's original sound",/@nike/video/7271754095482965290,
nike,26.4K, these ,@DRUSKI these #basketball drills are getting a little out of hand 😂. @Sabrina Ionescu what do you think? created by Nike with Nike's original sound,/@nike/video/7271661649243802923,
nike,40.5K,How do you lace up to go run? 👀 ,How do you lace up to go run? 👀  Check out this pro tip with Coach Bennett for a more comfortable workout ✨#running #nikerunning  created by Nike with Charmer & Klay's Campfire,/@nike/video/7271020689258220846,
nike,114.2K,"Be honest, ","Be honest, #VashtiCunningham is probably clearing you too. #highjump  created by Nike with Bree Runway's THAT GIRL",/@nike/video/7271001059970141482,
nike,29.4K,Everyone’s ,"Everyone’s #period is different, but the #Nike One Leak Protection: Period Shorts keep leaks from cramping her style no matter her age or size❣️👩‍👧 created by Nike with Kid Dean's Standout",/@nike/video/7270635142568316202,
nike,1.9M,"Ready to pull up to girls night in, Creative Consultant ","Ready to pull up to girls night in, Creative Consultant @Ah-Niyah Gold wears: 🧡 Phoenix Fleece Over-Oversized Hoodie 🧡 Phoenix Fleece Shorts 🧡Tech Hera #stylebreakdown created by Nike with Nike's original sound",/@nike/video/7270548317963128106,
nike,4.9M,A chill studio day with Knitwear Designer ,A chill studio day with Knitwear Designer @Linmix featuring: ⭐️ Alate Bra ⭐️ #AirMax 1 ‘87 ⭐️ #TechPack Repel Jacket ⭐️ #Nike United Tracksuit Skirt created by Nike with Nike's original sound,/@nike/video/7270548167169559854,
nike,49.2K, athletes weigh in on ,#Nike athletes weigh in on #NikeTech colors. How do you feel about these #techfleece 🔥 takes?  created by Nike with Nike's original sound,/@nike/video/7270238831889124650,
nike,28.9K,"Ready, set, sound off  🗣️ How many questions can ","Ready, set, sound off  🗣️ How many questions can @Victor Wembanyama answer before the buzzer? 😅 #nike #techfleece created by Nike with Nike's original sound",/@nike/video/7270177592244784427,
nike,3.8M,Spend your last episode of this tournament’s Nike FC.TV recapping it all with ,Spend your last episode of this tournament’s Nike FC.TV recapping it all with @ryhanna parara 🤝 #NikeFootball #Lionesses #LaurenHemp #LaurenJames #KieraWalsh #GeorgiaStanway #ChloeKelly #LucyBronze #SarinaWiegman #EllaToone #WomensSoccer #Soccer #Football #NikeFC created by Nike with Nike's original sound,/@nike/video/7270093744983166254,
nike,4.5M,It’s no surprise the world’s biggest stage brought the world’s biggest stories ⚽️ 🤝 🌎,"It’s no surprise the world’s biggest stage brought the world’s biggest stories ⚽️ 🤝 🌎 @Megan | Soccer Host & Creator recaps just how much of an impact the global game has had on players, athletes, and countries on Nike FC.TV ⚽️ 📺 #NikeFootball #Soccer #WomensSoccer #Football #SoccerViewership #WomensFootball #TicketSales created by Nike with Nike's original sound",/@nike/video/7269982159669333294,
nike,29.5K,Replying to ,Replying to @Nike  ROLL CALL 📋❤️‍🔥 Nike Presents: 1000 Victories - A TikTok Community Story | FINAL Part 19 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269435034031918378,
nike,395.9K,Replying to ,Replying to @James Edwards  Hard work + + + Nike Presents: 1000 Victories - A TikTok Community Story | Part 18 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269434283847241006,
nike,14.7K,Replying to ,Replying to @kate  Everyone's together 👯‍♀️ Nike Presents: 1000 Victories - A TikTok Community Story | Part 17 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269425923810790699,
nike,13.3K,Replying to ,Replying to @katiegurg_  14 year old me 👼🏻 Nike Presents: 1000 Victories - A TikTok Community Story | Part 16 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269423873589005614,
nike,14.5K,Replying to ,Replying to @Darcy McFarlane Coaching blind football 😎 Nike Presents: 1000 Victories - A TikTok Community Story | Part 15 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269418377435778347,
nike,13.3K,Replying to ,Replying to @Natalie Mussotto  That ✨ feeling ✨ Nike Presents: 1000 Victories - A TikTok Community Story | Part 14 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269402937452186926,
nike,12.7K,Replying to ,Replying to @Kenz McGuire  Love 💖 for the game Nike Presents: 1000 Victories - A TikTok Community Story | Part 13 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269395464045333802,
nike,4.2M,Replying to ,Replying to @KPO  New boots but not the ones you want. 🙅🏾‍♀️ Nike Presents: 1000 Victories - A TikTok Community Story | Part 12 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269393705084128558,
nike,16.5K,Replying to ,Replying to @cherie_lea  Fit check 🔥 Nike Presents: 1000 Victories - A TikTok Community Story | Part 11 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269360891940834602,
nike,3.2M,The ,"The @CommBank Matildas made everyone football fans this month 💛 💚 @Kat Haddad wraps the Tillies final moments on the world’s biggest stage on this episode of Nike FC.TV 📺 ⚽
️ #NikeFootball #Matildas #Australia #Tillies #MackenzieArnold #StephCatley #KatrinaGorry #HayleyRaso #SamKerr #WomensSoccer #Football #Soccer #NikeFC #NikeFootball #Matildas #Australia #Tillies #MackenzieArnold #StephCatley #KatrinaGorry #HayleyRaso #SamKerr #WomensSoccer #Football #Soccer created by Nike with Nike's original sound",/@nike/video/7269359383560146218,
nike,3.1M,Replying to ,Replying to @Jody Meikle  Storytime 📣 Nike Presents: 1000 Victories - A TikTok Community Story | Part 10 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269317949683436846,
nike,438.5K,Replying to ,"Replying to @Holywater 🌊   3, 2, 1! 🦇🌈 Nike Presents: 1000 Victories - A TikTok Community Story | Part 9 #NikeFC created by Nike with Nike's original sound",/@nike/video/7269293193588526378,
nike,12.6K,Replying to ,Replying to @Tomas Ramirez  Lucky Girls ⚡️ Nike Presents: 1000 Victories - A TikTok Community Story | Part 8 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269240790835186990,
nike,367.4K,Replying to ,Replying to @Darcy McFarlane  It's all worth it. 🏆 Nike Presents: 1000 Victories - A TikTok Community Story | Part 7 #NikeFC created by Nike with Nike's original sound,/@nike/video/7269210967840574766,
nike,15.6K,Replying to ,"Replying to @t.u.r.b.o_t.h.o.t   Breathe, Sleep, Live, ⚽️ Nike Presents: 1000 Victories - A TikTok Community Story | Part 6  #NikeFC created by Nike with Nike's original sound",/@nike/video/7269188565035224366,
nike,2.6M,Replying to ,"Replying to @laurenmaelt  Go, Go, Go. 🚦 Nike Presents: 1000 Victories - A TikTok Community Story | Part 5 #NikeFC created by Nike with Nike's original sound",/@nike/video/7269070824206765354,
nike,909K,Replying to ,"Replying to @theladiesleague On off days, we walk ☀️ Nike Presents: 1000 Victories - A TikTok Community Story | Part 4 #NikeFC created by Nike with Nike's original sound",/@nike/video/7268993894518672686,
nike,256.7K,Replying to ,Replying to @bennettdewan GRWM: Game Day 💅🏽⚽️ Nike Presents: 1000 Victories - A TikTok Community Story | Part 3 #NikeFC created by Nike with Nike's original sound,/@nike/video/7268978951048006954,
nike,1.1M,Replying to ,Replying to @mollyst3 Small victories💝 Big Victories💕 Nike Presents: 1000 Victories - A TikTok Community Story | Part 2  #NikeFC created by Nike with Nike's original sound,/@nike/video/7268963088697658670,
nike,95.7K,Victory is... 🧐,Victory is... 🧐 Nike Presents: 1000 Victories - A TikTok Community Story | Part 1   #NikeFC created by Nike with Nike's original sound,/@nike/video/7268932894117154094,
nike,33.3K,🥅💥⚽️ Smash ‘em 💪,🥅💥⚽️ Smash ‘em 💪 #NikeFC #nikefootball  created by Nike with Nike's original sound,/@nike/video/7268563531027598635,
nike,3.7M,The Lionesses 🦁 are roaring through the tournament and are one step closer to a ⭐,The Lionesses 🦁 are roaring through the tournament and are one step closer to a ⭐ Catch @ryhanna parara break down what it took for these ballers to ball out on Nike FC.TV ⚽ 📺 #NikeFootball #Soccer #Football #WomensSoccer #Lionesses #EllaToone #LaurenHemp #LucyBronze #KeiraWalsh #GeorgiaStanway #EnglandFootball #nikeFC created by Nike with Nike's original sound,/@nike/video/7268500059061357867,
nike,62.7K,Off the dome Q&A with ,Off the dome Q&A with #Nike athletes. 🤨💭 #niketech  created by Nike with Nike's original sound,/@nike/video/7268012273334242606,
nike,77.4K,What does your ,What does your #NikeTech color say about you? 🤔 Tap in for hot takes and drop yours below 👇 #nike #techfleece  created by Nike with Nike's original sound,/@nike/video/7267950687898586410,
nike,2.9M,Find out some more ,Find out some more @Lucy Bronze fun facts in her @England rapid fire Q&A 👀😂⚽️ #likealioness #lionesses #lucybronze #laurenhemp #laurenjames #england  created by Nike with Nike's original sound,/@nike/video/7267913002664348971,
nike,7M,📲 tune in 👆 for the premiere of Nike Presents: 1000 Victories - A Tiktok Community Story ⚽️💫,📲 tune in 👆 for the premiere of Nike Presents: 1000 Victories - A Tiktok Community Story ⚽️💫 #NikeFC #NikeFootball #soccer #football #1000victories  created by Nike with Nike's original sound,/@nike/video/7267892696096853291,
nike,4.6M,Interrupting your regular viewing schedule for football freestlying with ,Interrupting your regular viewing schedule for football freestlying with @Lirian Santos on Nike FC.TV⚽️✨ Duet this and show off your football skills👀  #NikeFootball #Freestyle #Soccer #FootballFreestyle #SoccerSkills #NikeFC  created by Nike with West's Euro$tep,/@nike/video/7267864316785790254,
nike,21.2M,These reactions are 🔥💕 Nike Presents: 1000 Victories - A TikTok Communuty Story premiering soon 👀🎥 ,These reactions are 🔥💕 Nike Presents: 1000 Victories - A TikTok Communuty Story premiering soon 👀🎥  #Nikefootball #NikeFC #1000victories #football #soccer  created by Nike with Nike's original sound,/@nike/video/7267819373967052074,
nike,3.8M,Nike FC presents: Jersey culture 💅✨⚽️🗣️ A night where visionary deisgners showcased their expression of football and style. ,Nike FC presents: Jersey culture 💅✨⚽️🗣️ A night where visionary deisgners showcased their expression of football and style.  Tell us what your favorite look was in the comments 👇#NikeFC #jerseyculture #nikefootball #kitstyle #jerseystyle  created by Nike with Mardyny's GameDay - Radio Edit,/@nike/video/7267509543570033963,
nike,46.2K,France is finding their groove on the world’s biggest stage 🇫🇷 🏟️ Find the box to box breakdown with ,France is finding their groove on the world’s biggest stage 🇫🇷 🏟️ Find the box to box breakdown with @ryhanna parara on Nike FC.TV ⚽️ 📺 #NikeFootball #NikeFC #France #SakimaKarchaoui #KenzaDali #ElisaDeAlmeida #GraceGeyoro #WomensSoccer #Football #Soccer created by Nike with Nike's original sound,/@nike/video/7266362049217940782,
nike,1.3M,The next generation of Aussie athletes are defining ,The next generation of Aussie athletes are defining #victory on their own terms - playing free and celebrating fearlessly. 💪 Because they know that victory 🏆 isn’t only found in the final. It’s found in the little moments that ✨feel✨ monumental. 🏄🏼‍♀️💃🛹⚽️ ️Show the world your victory. #Justdoit #nikeFC #matildas #australia #football #soccer  created by Nike with Nike's original sound,/@nike/video/7265953393548479790,
nike,20.4K,From racking up ,"From racking up #goals to rocking video game covers, women’s football is more fun to be a part of than ever. ⚽️💪 We sat down with real footy fans to chat about why‼️ #NikeFC #NikeFootball #womensfootball #football #soccer #records #breakingrecords #women created by Nike with Nike's original sound",/@nike/video/7265866864125889835,
nike,19.9K,Behind the design with Yoon Ahn on Ambush x Nike ✨ ,Behind the design with Yoon Ahn on Ambush x Nike ✨ #Ambush #Football #Soccer #NikeFootball  created by Nike with Tollan Kim's Morning with U,/@nike/video/7265826999879421230,
nike,1.2M,Celebrating victories big and small with ,Celebrating victories big and small with @Kat Haddad on this episode of Nike FC.TV ⚽️ 📺 Congratulate Norway’s tournament run and hear how the @CommBank Matildas are giving their home country a show 🎥 🎞️ 🏟️ #NikeFootball #Soccer #Football #Norway #AdaHegerberg #Australia #Madildas #Tillies #HaylayRaso #KatrinaGorry #MackenzieArnold #SamKerr #WomensSoccer #nikeFC created by Nike with Nike's original sound,/@nike/video/7265535752472137003,
nike,21.2K, and the ,@England and the @OranjeLeeuwinnen are moving their way through the tournament one beautiful play at a time 😍 Hear  @ryhanna parara’s recap of the team’s triumphs on Nike FC.TV ⚽️ 📺 #NikeFootball #Soccer #Football #England #Lionesses #Netherlands #Nigeria #KeiraWalsh #ChloeKelly #EsmeeBrugts #JillRoord #LiekeMartens #DaphneVanDomselaar #Dutch  #WomensSoccer created by Nike with Nike's original sound,/@nike/video/7265296188935507246,
