name,views,description,img_alt,video_link,warn_info
adidas,29.7K,"Scoring goals at 6, and sitting front row at the runway at 8. we got you 😉 ","Scoring goals at 6, and sitting front row at the runway at 8. we got you 😉 #Arsenal #arsenalwomen #football #stellamccartney  created by adidas with Official Sound Studio's The Lost Stray Dog",/@adidas/video/7283893698520255776,
adidas,44.8K,Tigist 🤝 Pro Evo 1 ,Tigist 🤝 Pro Evo 1 #worldrecord #berlinmarathon #tigistassefa #adidas  created by adidas with King Flexx's Born to Be the Greatest,/@adidas/video/7283145999672003872,
adidas,32.6K,Berlin marathon fit check🔥 ,Berlin marathon fit check🔥 #outfitinspo #runningoutfit #berlinmarathon2023 #outfitcheck #adidas  created by adidas with sped up sounds's pink and white frank ocean,/@adidas/video/7282805847233776928,
adidas,35.6K,cooking up some beats w/,cooking up some beats w/@Sølv 🔥 #beatmakers #vibetok #beatschallenge #adidas  created by adidas with adidas's original sound,/@adidas/video/7281301346244988193,
adidas,33.2K,The Roman’s really wore these shoes🏛️ ,The Roman’s really wore these shoes🏛️ #romanempire #romanempiretrend #ilovethisquestion #golf #golftiktok #adidas  created by adidas with Elsie Silver's original sound,/@adidas/video/7280947057219751201,
adidas,69.9K,who’s up next? 🏉 ,who’s up next? 🏉 #keepyuppychallenge #rugby #footballtiktok #arsenal #allblacks  created by adidas with adidas's original sound,/@adidas/video/7280182987499654432,
adidas,97.9K,Question of the day : What does a dolphin even do? 🐬 🤔 ,Question of the day : What does a dolphin even do? 🐬 🤔 #manchesterunited #celebration #footballtiktok #soccer  created by adidas with adidas's original sound,/@adidas/video/7279051967723212064,
adidas,38K,can we go back? ⏪️ ,can we go back? ⏪️ #tennis #usopen #dominicthiem #missrabbithasfainted #adidas  created by adidas with 💋.'s original sound,/@adidas/video/7278698747230440737,
adidas,38.6K,rate my gym ootd✨,rate my gym ootd✨ #gymoutfitoftheday #ootd #girlswholift #adidas created by adidas with JÆ's family affair,/@adidas/video/7278325416148995361,
adidas,31.5K,King Push 🤝 Arsenal ,King Push 🤝 Arsenal #kingpush #arsenal #pushat #arsenaljersey #adidas  created by adidas with Meno Felps's 09.08 lançamento,/@adidas/video/7277953847182560545,
adidas,45.1K,bumping into the All Blacks on match day 😏 ,bumping into the All Blacks on match day 😏 #allblacks  #adidas #rugby #rugbyworld  created by adidas with Kodoku's So Fine,/@adidas/video/7276465193079655712,
adidas,97.5K,back to school ⚽️ ,back to school ⚽️ #ousmanedembele #footballboot #adidas  created by adidas with adidas's original sound,/@adidas/video/7276369424423111968,
adidas,103.2K,"Veni, Vidi, Kolo-Muani 👑 ","Veni, Vidi, Kolo-Muani 👑 #KoloMuani #paris #adidas  created by adidas with Meno Felps's 09.08 lançamento",/@adidas/video/7274195748319710497,
adidas,38.7K,your new phone background 🎾🗽,your new phone background 🎾🗽#tennis #elinasvitolina #usopen #adidas  created by adidas with •zene__idézetek•'s eredeti hang,/@adidas/video/7273867158868839713,
adidas,32.6K,les mills workouts got us like 🥵 ,les mills workouts got us like 🥵 #lesmills #workout #training #adidas  created by adidas with adidas's original sound,/@adidas/video/7273131687796657440,
adidas,2.1M,Jude ya es casi español 🇪🇸 ,Jude ya es casi español 🇪🇸 #judebellingham #realmadrid #madridistas #españa #adidas  created by adidas with adidas's original sound,/@adidas/video/7271262658425326880,
adidas,39.2K,Super Saiyan for the 200m🤞 ,Super Saiyan for the 200m🤞 @Noah Lyles #track #athletics  #200m #running  created by adidas with Mardyny's GameDay - Radio Edit,/@adidas/video/7271202030511754529,
adidas,38.6K,wait for the last one 👀 ,wait for the last one 👀 #athletics #challenge #adidas #running  created by adidas with Eitan Epstein Music's The Funny Bassoon,/@adidas/video/7270894007813721377,
adidas,45.1K,nailed it 😉 ,nailed it 😉 #nails #nailart #nailartist #nailinspo # #adidas  created by adidas with Shiloh Dynasty & LofiCentral's So Low,/@adidas/video/7270517425903373600,
adidas,73.2K,grant holloway making magic 🪄,grant holloway making magic 🪄#athletics #worldchamps #grantholloway #hurdles #running  created by adidas with Meno Felps's 09.08 lançamento,/@adidas/video/7270219143490637088,
adidas,311.5K,Introducing the new official match balls ,Introducing the new official match balls #UWCL #UCL #football #championsleague #adidas  created by adidas with adidas's original sound,/@adidas/video/7270176332997250336,
adidas,1.3M,No se la han quitado desde el domingo ,No se la han quitado desde el domingo @Selección española #FIFAWWC #WWCTikTok #adidas  created by adidas with adidas's original sound,/@adidas/video/7270127374841204001,
adidas,40.3K,Hinata Miyazawa just received her new golden accessory 🏆 ,Hinata Miyazawa just received her new golden accessory 🏆 #hinatamiyazawa #goldenboot #FIFAWWC #football #adidas  created by adidas with adidas's original sound,/@adidas/video/7269688811217620256,
adidas,190.4K,mood : you just became a world champion 🇪🇸,mood : you just became a world champion 🇪🇸 #FIFAWWC #spain #finals #españa #adidas,/@adidas/video/7269392507585170720,
adidas,42.3K,not just another week - vamos 🇪🇸 ,not just another week - vamos 🇪🇸 #FIFAWWC #adidas #spain #final #soccer #football  created by adidas with adidas's original sound,/@adidas/video/7268998099022941472,
adidas,49.8K,🌪️ vogue hurricane ,🌪️ vogue hurricane #dance #voguedance #katrina #voguerites  created by adidas with Sexy Barb and Nilou main's original sound,/@adidas/video/7268678025443659041,
adidas,44.2K,Keep up the pace ✨ ,Keep up the pace ✨ #karolinamuchova #tennis #transitiontrends #adidas  created by adidas with Official Sound Studio's New_Kicks,/@adidas/video/7268307873598360865,
adidas,63.9K,"rank your favorite, we’re partial to Speedcell ","rank your favorite, we’re partial to Speedcell #FIFAWWC #adidas #balls #worldcup #football #soccer  created by adidas with Justin wyss's original sound",/@adidas/video/7268276596375637280,
adidas,62K,you can’t spell goal without OLGA 🇪🇸 ,you can’t spell goal without OLGA 🇪🇸 #FIFAWWC #adidas #olga #final #sydney #trickshot  created by adidas with adidas's original sound,/@adidas/video/7267516434811473185,
adidas,42.4K,You up for the challenge? 🥜 ,You up for the challenge? 🥜 #jessicapegula #usopen #adidas #challenge #tennistiktok  created by adidas with Muspace Lofi's Scream,/@adidas/video/7267202724624698657,
adidas,504.9K,when the glow up hits before finals ,when the glow up hits before finals #FIFAWWC #adidas  created by adidas with dariellerios's Princess Diaries transformation scene,/@adidas/video/7267081638629215520,
adidas,49K,5-0 to semis we go 🇸🇪 ,5-0 to semis we go 🇸🇪 #FIFAWWC #adidas  created by adidas with adidas's original sound,/@adidas/video/7266021313762970912,
adidas,38.4K,Who you choosing? ,Who you choosing? #basketball #wnba #adidas  created by adidas with adidas's original sound,/@adidas/video/7265707827295980833,
adidas,36.2K,their style 🥵 ,their style 🥵 #superstarxlg #outfit #adidas  created by adidas with West's Euro$tep,/@adidas/video/7265384939963682081,
adidas,23.4K,Replying to ,Replying to @Albee  supportive bra + period support performance shorts (supported by a pad/ tampon) = ⭐️ performance #adidas #training #football  created by adidas with adidas's original sound,/@adidas/video/7265343365783244064,
adidas,33.6K,Todos somos Colombia 🇨🇴 ,Todos somos Colombia 🇨🇴 #FIFAWWC #adidas  created by adidas with Iyanya's One Side,/@adidas/video/7264890114336197920,
adidas,36.5K,won’t stop…ever ,won’t stop…ever @Linda Caicedo 🫡  #FIFAWWC #adidas  created by adidas with Ciara & Lola Brooke & Lady London's Da Girls (Girls Mix) [feat. Lola Brooke & Lady London],/@adidas/video/7264842031166541089,
adidas,21.7K,Welcome to our Los Angeles crib ,Welcome to our Los Angeles crib #officetour #cribs #adidas  created by adidas with adidas's original sound,/@adidas/video/7264625737204862240,
adidas,41.8K,what a life ,what a life #adidas #adidashq  #dayinmylife created by adidas with Oli Chang & Rino Darusman's Live Life In The Sun,/@adidas/video/7263497749755120929,
adidas,81.4K,your favourite tiktok today 👆 ,your favourite tiktok today 👆 #davidbeckham #football #adidas  created by adidas with Croquet Club's Summer,/@adidas/video/7263467588234005793,
adidas,44.9K,when the pre-workout hits ,when the pre-workout hits #lesmills #trainingsessions #adidas  created by adidas with Official Sound Studio's Piece Of Your Heart （Cg Remix）,/@adidas/video/7263132425180515617,
adidas,101.5K,🤯 how many times would you say? ,🤯 how many times would you say? #facts #womensports #adidas  created by adidas with adidas's original sound,/@adidas/video/7262740406973025568,
adidas,75.6K,"we might stay a bit longer, need to know the language 🇦🇺","we might stay a bit longer, need to know the language 🇦🇺 created by adidas with adidas's original sound",/@adidas/video/7262697319257214240,
adidas,621.7K,real or cake? 🍰 ,real or cake? 🍰  #adidas #FIFAWWC  created by adidas with karma carr's original sound,/@adidas/video/7262276921604541729,
adidas,53.9K,admins new favorite player 🫶,admins new favorite player 🫶 created by adidas with adidas's original sound,/@adidas/video/7261783900802813210,
adidas,22.2K,race ⏭️ rave ,race ⏭️ rave #berlin #race #running #adidas #arcn #rave   created by adidas with TREVASPURA's Smoked out Phonk,/@adidas/video/7261676206548847899,
adidas,26.8K,To round of 16 we go 🇸🇪,To round of 16 we go 🇸🇪 #FIFAWWC created by adidas with Djmacjuniocell's Whats Love Ludy,/@adidas/video/7261195012975709467,
adidas,19.1K,🤜🇮🇹🤛 ,🤜🇮🇹🤛 #FIFAWWC #adidas #womensworldcup  created by adidas with LAKEY INSPIRED's Warm Nights,/@adidas/video/7261126893972327707,
adidas,19.8K,☝️,☝️#adidasfootballcollective #fifawwc #adidas  created by adidas with Draganov89's Epic Music(863502),/@adidas/video/7260884260297526554,
adidas,35.6K,agree or disagree 🤔,agree or disagree 🤔 #FIFAWWC #adidas #womensworldcup created by adidas with adidas's original sound,/@adidas/video/7260642676414975258,
adidas,90.1K,What are you rating this kit? ,What are you rating this kit? #fcbayernmunich #adidas  created by adidas with Tarik's Infinite,/@adidas/video/7260513747649760538,
adidas,251.7K,Bringing the USA down to AUS 🇺🇸,Bringing the USA down to AUS 🇺🇸 ​#FIFAWWC #adidas created by adidas with adidas's original sound,/@adidas/video/7260277324594122011,
adidas,32.5K,which one would you wear? 👀 ,which one would you wear? 👀 #outfit #superstarxlg #adidas  created by adidas with adidas's original sound,/@adidas/video/7259801475004615963,
adidas,69.3K,Eyes on the prize Leon 👏 ,Eyes on the prize Leon 👏  #fifawwc #womensworldcup #adidas  created by adidas with adidas's original sound,/@adidas/video/7259386069202865434,
adidas,70.2K,📢 ,📢 @Alessia Russo  on aisle 23! 📢​ #football #fifawwc #womensworldcup #adidas created by adidas with adidas's original sound,/@adidas/video/7258640420337487131,
adidas,189.7K,"Bienvenido a Miami, Messi. ","Bienvenido a Miami, Messi. #adidas  created by adidas with Sully Beatz's Darkness",/@adidas/video/7258313819120749850,
adidas,75.7K,All in for it ⚽️ ,All in for it ⚽️ #fifawwc #womensworldcup #adidas  created by adidas with adidas's original sound,/@adidas/video/7257807442006904090,
adidas,4.3M,maybe Jenna should be playing in the FIFAWWC ,maybe Jenna should be playing in the FIFAWWC #jennaortega #fifawwc #womensworldcup  created by adidas with adidas's original sound,/@adidas/video/7257560538329238810,
adidas,42.1K,Hidden gems... say what? How many did you first spot?  👀  ,Hidden gems... say what? How many did you first spot?  👀  #FIFAWWC #womensfootball #womensworldcup   created by adidas with adidas's original sound,/@adidas/video/7257158387316591899,
adidas,376.2K,Gabi 👈👉 Gabi ,Gabi 👈👉 Gabi #arsenal #awaykit #adidas  created by adidas with Prod. By Rose's Strawberry,/@adidas/video/7257064813052874011,
adidas,44K,Welcome to /// basketball ,Welcome to /// basketball @GD  #GradeyDlck #nba #raptors #adidas  created by adidas with adidas's original sound,/@adidas/video/7256831511515647258,
adidas,37.8K,We’ll have what ,We’ll have what @Alessia Russo is having 🥣 @Ian Wright #FIFAWWC #impossibleisnothing #adidas  created by adidas with adidas's original sound,/@adidas/video/7256414979782364443,
adidas,50K,Reckon ,Reckon @Ian Wright can guess these Aussie slang words? 🇦🇺 #FIFAWWC   #impossibleisnothing #adidas  created by adidas with adidas's original sound,/@adidas/video/7256045146070961435,
adidas,4.7M,"Sorry Stormzy, Dec’s a Gunner ","Sorry Stormzy, Dec’s a Gunner #arsenal #transfer #declanrice #adidas   created by adidas with adidas's original sound",/@adidas/video/7256020693710540059,
adidas,40.8K,in our golf era ✨ ,in our golf era ✨ #golf #adidas #golftok  @loulou_gonzalez  created by adidas with MiYAMO's Bossa nova that looks good in a cafe(976272),/@adidas/video/7255367632876997915,
adidas,38.9K,"when the whole world is watching, play until they can’t look away. 😏 ","when the whole world is watching, play until they can’t look away. 😏 #womensworldcup #adidas #fifawwc  created by adidas with adidas's original sound",/@adidas/video/7254931081596570907,
adidas,46.3K,comment your fav ,comment your fav #niadennis #gymnastics #adidas #imitate  created by adidas with Eitan Epstein Music's Me and My Pet,/@adidas/video/7254576086665661723,
adidas,55.9K,Look who we found 👀 ,Look who we found 👀 #tennis #lookatmetrend #adidas  created by adidas with 🪐's doja cat attention rap verse sped up,/@adidas/video/7253809763572649242,
adidas,57.8K,when legends collide ,when legends collide #toiletpaperchallenge #stansmith #ianwright #adidas  created by adidas with adidas's original sound,/@adidas/video/7252720497572482330,
adidas,1.5M,the content we all need ,the content we all need #judebellingham #adidas #football  created by adidas with adidas's original sound,/@adidas/video/7252353388631952666,
adidas,82.9K,looks like @arsenal have a new signing 👀 welcome ,looks like @arsenal have a new signing 👀 welcome @Alessia Russo  created by adidas with musicwithyourmom's original sound,/@adidas/video/7251985146667207963,
adidas,438.5K,how good do they look? 👀 ,how good do they look? 👀 #benfica #footballjersey  #adidas #football  created by adidas with adidas's original sound,/@adidas/video/7251607105289948442,
adidas,52.3K,she ate tbh ,she ate tbh #allblacks #rugby #blokette #styling #adidas created by adidas with Official Sound Studio's Let's go,/@adidas/video/7250526795894770971,
adidas,161.9K,glad we finally cleared that up ,glad we finally cleared that up #football #soccer #wwc #adidas  created by adidas with adidas's original sound,/@adidas/video/7249396640639929626,
adidas,119K,🚨 EMERGENCY 🚨 ,🚨 EMERGENCY 🚨  A giant vending machine arm has taken over the streets of London #generativeai #CGI #web3 #altsbyadidas  created by adidas with renaissance tour's original sound,/@adidas/video/7249059398276975898,
adidas,41K,stan smith = best canvas for art🤌 ,stan smith = best canvas for art🤌 #stansmith #customshoes #custom #art #adidas  created by adidas with Devin Kennedy's Bad Habit,/@adidas/video/7247896670317333787,
adidas,60.1K,Wales Bonner at Paris Fashion Week 👀 ,Wales Bonner at Paris Fashion Week 👀 #parisfashionweek #fashionweek #walesbonner #adidas  created by adidas with Jorja Smith's Little Things x Gypsy Woman - L BEATS MASHUP,/@adidas/video/7247548781107891482,
adidas,39.8K,she understood the assignment 💯 ,she understood the assignment 💯 #outfitideas #adidas #adicolor #challenge  created by adidas with Jain & Ian Asher's Makeba (Ian Asher Remix),/@adidas/video/7247166772795706651,
adidas,114.9K,🐰😈👟🔥,🐰😈👟🔥#adidas #adidasresponsecl #badbunny  created by adidas with adidas's original sound,/@adidas/video/7246790889132035354,
adidas,98K,you getting drafted? 🏀,you getting drafted? 🏀 #adidaseurocamp #basketball #nba #nbadraft #pov #dunkdunkdunk  created by adidas with adidas's hoopers only,/@adidas/video/7246409491829378330,
adidas,429.2K,"December 18, 2022 ⭐️⭐️⭐️ ","December 18, 2022 ⭐️⭐️⭐️ #messi #argentina #football #adidas  created by adidas with adidas's original sound",/@adidas/video/7245656150736194843,
adidas,59K,"name a better shoe, i’ll wait. ","name a better shoe, i’ll wait. #stansmith #adidas #thisorthat  created by adidas with SamRecks's Suns Out Buns Out",/@adidas/video/7245299190388002075,
adidas,2.1M,challenge accepted ✅🗑️ ,challenge accepted ✅🗑️ #españa #laroja #futbol #adidas  created by adidas with Marcelo Zaffe's BACHATA AZUL,/@adidas/video/7244912241433267482,
adidas,36.1K,How would you style it? ,How would you style it? #adidas #creativefashion #customjacket  created by adidas with adidas's original sound,/@adidas/video/7244545394728881435,
adidas,43.6K,at least I get to wear cool shoes ,at least I get to wear cool shoes #gazelle #adidas #mermaid #shoes  created by adidas with Dhota Ap's Dj Prety Girls,/@adidas/video/7244209004124097818,
adidas,37.8K,eurocamp playlist loading… drop yours in the comments ,eurocamp playlist loading… drop yours in the comments #adidaseurocamp #basketball #pregame #music #playlist created by adidas with adidas's original sound,/@adidas/video/7243535163399998747,
adidas,36K,the next gen ,the next gen #basketball #nbadraft #adidaseurocamp #adidasbasketball #ebyl  #CapCut  created by adidas with nmy's nhạc nền - nmy,/@adidas/video/7243425273528536346,
adidas,115.5K,drop Del Piero a message on whatsapp 👀 ,drop Del Piero a message on whatsapp 👀 #uclfinal #delpiero #ai #adidas,/@adidas/video/7243056890459032858,
adidas,55.1K,oops 🫢🫣 ,oops 🫢🫣 #tokischa #adidas #party  created by adidas with Vanessa Sirias's original sound,/@adidas/video/7242734972556168474,
adidas,54K,you never know when you’ll reach your personal best 🙄 ,you never know when you’ll reach your personal best 🙄 #running #sports #motivation #adidas  created by adidas with Sadu's оригинальный звук,/@adidas/video/7242687962390007066,
adidas,47.6K,"new talent, new classics.  ","new talent, new classics.  #adidas #outfits #sneakers #gazelle #superstars #campus00s  created by adidas with adidas's original sound",/@adidas/video/7241573800482000155,
adidas,42.3K,party animals 👀,party animals 👀#primaverasound #festival #festivaloutfits #adidas created by adidas with Official Sound Studio's say,/@adidas/video/7240507295673683227,
adidas,40.5K,who can you spot? 👀 ,who can you spot? 👀 #primaverasound #adidasoriginals #outfits #festivaloutfits created by adidas with 𝓆𝒾𝓁's original sound - 𝓆𝒾𝓁,/@adidas/video/7240096124651064602,
adidas,38.3K,"yep, time to move for the planet 🌍 Every 10 mins of movement on the adidas running app = €1 donation to Common Goal. *Up to €1.5m ","yep, time to move for the planet 🌍 Every 10 mins of movement on the adidas running app = €1 donation to Common Goal. *Up to €1.5m #adidas  created by adidas with adidas's Move for the Planet ELIZA ROSE",/@adidas/video/7239731765743488282,
adidas,24.3K,"Focus on how your body feels after a workout, don't get hung up on the numbers 💁‍♀️💁‍♀️ ","Focus on how your body feels after a workout, don't get hung up on the numbers 💁‍♀️💁‍♀️ @ShazFit  @destdol 🇱🇨  #fitness #gym #workout #fitnessmotivation created by adidas with adidas's original sound",/@adidas/video/7239640618849324315,
adidas,29.8K,"Made in Manneh, word to DRAMA CALL x ","Made in Manneh, word to DRAMA CALL x @Manchester United 👹✨ #manutd #dramacall #adidas  created by adidas with adidas's original sound",/@adidas/video/7239383509389905179,
adidas,919.8K,price unknown ,price unknown #adidas #tsitsipas #paris  created by adidas with adidas's original sound,/@adidas/video/7238665288554745115,
adidas,1.3M,boys have been cookin all season ,boys have been cookin all season #adidas #football #premierleague #heatspawn  created by adidas with adidas's original sound,/@adidas/video/7238286361898257691,
adidas,228.1K,Arsenal 🤝 iconic kits,Arsenal 🤝 iconic kits created by adidas with adidas's original sound,/@adidas/video/7237537624422927642,
adidas,36.8K,passing the 🎤 to Alysha ,passing the 🎤 to Alysha #adidas #superstars #conchas created by adidas with adidas's original sound,/@adidas/video/7237200093177285915,
adidas,12.1M,comment ur fav ,comment ur fav #blackpink #adidas  created by adidas with adidas's original sound,/@adidas/video/7236776583111970074,
adidas,58.3K,epic end 🥢 ,epic end 🥢 #tennis #adidas #challenge  created by adidas with adidas's original sound,/@adidas/video/7236419304202292506,
adidas,65.9K,la sensación de levantar el trofeo de tu undécima euroliga >>> ,la sensación de levantar el trofeo de tu undécima euroliga >>> #realmadrid #euroleague #adidas  created by adidas with adidas's original sound,/@adidas/video/7236063080659176730,
adidas,45.7K,Do you see fashion as your armour? Stylist ,Do you see fashion as your armour? Stylist @Alizé  chatted with @destdol 🇱🇨 on her process when it comes to dressing clients as well as herself. #adidas  created by adidas with adidas's original sound,/@adidas/video/7234537096705232154,
adidas,39.9K,🔥 ,🔥 @Black Ferns  #rugby #tiktokrugby  created by adidas with The Majorz's SUPERMAN FLY,/@adidas/video/7234186275891186970,
adidas,170.2K,no paid actors ,no paid actors #adidas #manchesterunited #manutd #football  created by adidas with Little fox's original sound,/@adidas/video/7233439657986428186,
adidas,85.3K,David Beckham reacts to his style over the years 😮‍💨 ,David Beckham reacts to his style over the years 😮‍💨 #adidas #davidbeckham #iconicfashion  created by adidas with adidas's original sound,/@adidas/video/7232315875263548698,
adidas,63.2K,"body positivity vs body neutrality, what’s the difference? ","body positivity vs body neutrality, what’s the difference? #bodypositivity #bodyneutrality #adidas  created by adidas with adidas's original sound",/@adidas/video/7231926534351621402,
adidas,4M,Replying to ,Replying to @Dar ♡ 🫶🏻 Pedri #pedri #adidas  created by adidas with adidas's original sound,/@adidas/video/7231594739479432475,
adidas,63.3K,what exactly is a heptathlete?🤔 ,what exactly is a heptathlete?🤔 @destdol 🇱🇨 chats to @niamh about her very active 9-5 👟👟 #heptathlete #training #adidas  created by adidas with adidas's original sound,/@adidas/video/7229715681548209434,
adidas,46.7K,Are you faster than JuJu and Amon-Ra?👀 ,Are you faster than JuJu and Amon-Ra?👀 #nfl #nflfootball #adidas #guesstheplayer  created by adidas with adidas's original sound,/@adidas/video/7229431573924498715,
adidas,34.7K,thankfully they didn’t run away from me ,thankfully they didn’t run away from me #running #adidas #marathon #roadtorecords  created by adidas with adidas's original sound,/@adidas/video/7228994216599293211,
adidas,59.7K, on making space in sneaker culture and her fave adidas kicks 👟 ,@💥t i t i💥 on making space in sneaker culture and her fave adidas kicks 👟 #adidas #sneakerhead  created by adidas with adidas's original sound,/@adidas/video/7226747193133141275,
adidas,82.3K,comment ur fav 😮‍💨 ,comment ur fav 😮‍💨 @FC Bayern Basketball  created by adidas with Guy Mar's Metatron,/@adidas/video/7226380136373898522,
adidas,79.3K,😎🥺🐔💅🤠  ,😎🥺🐔💅🤠  #emojichallenge #emojiwordchallenge  created by adidas with Chris Alan Lee's Clock It,/@adidas/video/7226003751511903515,
adidas,39.5K,✨vamos✨ ,✨vamos✨ #madrid #adidas #marathon #running  created by adidas with adidas's original sound,/@adidas/video/7225661910363032859,
adidas,67.5K,does it work though? guess we’ll never know ,does it work though? guess we’ll never know #adidas #forums #diy #artwork  created by adidas with iLove OzZz & NVRSL's Shawty (Sped Up),/@adidas/video/7224910553498651931,
adidas,651.4K,guess the football player 👀 ,guess the football player 👀 #footballchallenge #adidas #letterschallenge #salmaparalluelo #vickylopez  created by adidas with adidas's original sound,/@adidas/video/7224821748955352346,
adidas,35.3K,Bad Bunny 🤝 Coachella ,Bad Bunny 🤝 Coachella #badbunnypr #coachella #coachellaweekend2 @magaly.rds  created by adidas with Bad Bunny's Yo Visto Asi,/@adidas/video/7224581081259904282,
adidas,35.9K,each personal best is the beginning of the next ,each personal best is the beginning of the next #adidas  created by adidas with adidas's original sound,/@adidas/video/7224508472929373466,
adidas,39.9K,confessions of a female sneakerhead with ,confessions of a female sneakerhead with @tora north and @destdol 🇱🇨 👟 from Samba styling tips to making besties in the queue #adidas #adidassamba  created by adidas with adidas's original sound,/@adidas/video/7224136661603503386,
adidas,57.4K,let’s transform the 👟 ,let’s transform the 👟 #adidas #superstars #diy  created by adidas with STURDYYOUNGIN's PRETTY BOY FLOW,/@adidas/video/7223791260174257414,
adidas,45.4K,life is tough ,life is tough #bostonmarathon #adidas #marathon  created by adidas with Marcel Coulomb's LULLABY WALTZ,/@adidas/video/7223494456144694534,
adidas,1.5M,"Pedri content coming your way in 3,2,1… ","Pedri content coming your way in 3,2,1… #pedri #adidas #pedrigonzalez #football  created by adidas with West's Euro$tep",/@adidas/video/7223398356821757190,
adidas,40.3K,Icons loading ,Icons loading #adidasxgucci #adidas #gucci #football created by adidas with adidas's original sound,/@adidas/video/7223025627908033818,
adidas,762.1K, 🤝 Coachella. We BEEN ready ,@ashnikko 🤝 Coachella. We BEEN ready #coachella #adidas #ashnikko #digitalcamera  created by adidas with Wamdue Project's King of My Castle (adidas Club Originals Mix),/@adidas/video/7221968649970584838,
adidas,86.1K,style check with ,style check with @mimimoocher - adidas x Gucci edition #adidas #gucci #fitcheck #outfitinspo #ootd  created by adidas with Ciara's Da Girls,/@adidas/video/7221588924387347717,
adidas,37.3K,Is running becoming safer for women? ,Is running becoming safer for women? @destdol 🇱🇨 investigates in ep1 of The Heart of It. New episode next week 💖 created by adidas with adidas's original sound,/@adidas/video/7221194255887437061,
adidas,31.6K,"babe wake up, new series ‘The Heart of It’ with ","babe wake up, new series ‘The Heart of It’ with @destdol 🇱🇨 is about to drop 💖 created by adidas with adidas's original sound",/@adidas/video/7220791941829627141,
adidas,25.8M,Club ready 📸 ,Club ready 📸 #adidas  created by adidas with Wamdue Project's King of My Castle (adidas Club Originals Mix),/@adidas/video/7219706631599312133,
adidas,41.9K,she is the inspiration you needed today ,she is the inspiration you needed today #CapCut #running #motivation #worldrecord #adidas created by adidas with Ytallo Silva's som original,/@adidas/video/7218921374314794245,
adidas,1.6M,✍️ welcome /// ,✍️ welcome /// #adidas #kounde #football created by adidas with adidas's original sound,/@adidas/video/7217851525400513798,
adidas,67.3K,there are so many reasons to run. It can turn your whole mood around and make you feel like a brand new person. Why do you run? ,there are so many reasons to run. It can turn your whole mood around and make you feel like a brand new person. Why do you run? #adidas #running #inspiration #sports #capcut  created by adidas with Ytallo Silva's som original,/@adidas/video/7216775899482443014,
adidas,63.8K,the result is >> ,the result is >> #pottery #adidas #marimekko  created by adidas with Official Sound Studio's Hey It's Me,/@adidas/video/7216368898608876805,
adidas,62.4K,watch yo’ head ,watch yo’ head #adidas #basketball #dunkcontest  created by adidas with Skrxlla's Big Time,/@adidas/video/7215812831483104517,
adidas,8.9M,Replying to ,Replying to @Eric Garcia🫶🏻😻💙❤️✨ What can’t Jude do? 😮‍💨 #judebellingham #adidas#guesstheplayer #football  created by adidas with adidas's original sound,/@adidas/video/7215281332274941190,
adidas,87.5K,"E aí, qual nota vocês dariam para o look da ","E aí, qual nota vocês dariam para o look da @Pabllo Vittar ? #lollapalooza #lollapaloozabrasil #adidas #brazil  created by adidas with adidas's original sound",/@adidas/video/7214965024878546182,
adidas,20.1M,8 preguntas con Juli 👀 ,8 preguntas con Juli 👀 #julianalvarez #adidas #football #argentina  created by adidas with adidas's original sound,/@adidas/video/7214934676069305606,
adidas,114.7K,see ya in Miami ,see ya in Miami #tennis #tennistiktok #tsitsipas #miamiopen   created by adidas with Foxxi's BORN FOR THIS,/@adidas/video/7214128795249413381,
adidas,2.5M,which is your favorite? ,which is your favorite? #worldcup #football #adidas  created by adidas with venbee & Dan Fable's Low Down,/@adidas/video/7213813164507516165,
adidas,5.7M,the only video you need to watch today 👀 ,the only video you need to watch today 👀 #aronpiper #tourbus #tourbustour #adidas #concert  created by adidas with adidas's original sound,/@adidas/video/7213442008009133317,
adidas,336.6K,HIM. ,HIM. @James Harden  #adidas #basketball created by adidas with adidas's original sound,/@adidas/video/7212716245500644613,
adidas,85.3K,important calls only ,important calls only #indianwells #tennis#adidas #CapCut #justlettingyouknow  created by adidas with Official Sound Studio's Happy with you,/@adidas/video/7211577142432271621,
adidas,765.8K,Replying to ,Replying to @barca4life<3 guess who’s back 👀 #pedri #adidas #football #transition #transitionchallenge  created by adidas with adidas's original sound,/@adidas/video/7210819513175100678,
adidas,207.9K,a true icon ,a true icon #casillas #adidas #football #capcut  created by adidas with SNC & BluePen's Come Here Come Here Com Here (BLOWN OUT REMIX),/@adidas/video/7210113632275893509,
adidas,88K,"the reality of being a women, going for a run shouldn’t be scary. ","the reality of being a women, going for a run shouldn’t be scary. #running #adidas #runtok #streetinterview #womensafety  created by adidas with adidas's original sound",/@adidas/video/7209731266084719878,
adidas,72.9K,how do women and men feel about running at night?… 🎤 ,how do women and men feel about running at night?… 🎤 #running #adidas #streetinterview #womensrunning  created by adidas with adidas's original sound,/@adidas/video/7209359182552763654,
adidas,111.2K,don’t be the last guy✍️ ,don’t be the last guy✍️ #running #womensrunning #adidas #runner #womensafety  created by adidas with adidas's original sound,/@adidas/video/7208980590685588742,
